customerID,days_since_last_purchase,total_spent,support_tickets,website_visits_last_month,subscription_tier,payment_method,country,device_type,Churn
ECOMM-98080,10.0,2250.31,7,22,Basic,Apple Pay,Australia,Mobile,No
ECOMM-80337,277.0,737.43,4,14,Basic,Apple Pay,USA,Mobile,Yes
ECOMM-38939,2.0,856.54,6,9,Basic,Crypto,Australia,Tablet,No
ECOMM-44988,33.0,4637.13,5,49,Premium,Crypto,Canada,Tablet,No
ECOMM-81592,246.0,2642.59,4,37,Free,PayPal,USA,Desktop,Yes
ECOMM-53029,278.0,23.26,6,34,Basic,Apple Pay,Canada,Desktop,No
ECOMM-41887,323.0,2644.19,5,5,Free,PayPal,Germany,Desktop,Yes
ECOMM-23529,88.0,4598.65,5,13,Free,PayPal,USA,Desktop,Yes
ECOMM-90175,297.0,3702.25,3,25,Free,PayPal,Australia,Tablet,Yes
ECOMM-86353,153.0,2338.97,5,11,Free,Credit Card,Australia,Desktop,No
ECOMM-52766,282.0,3090.81,0,25,Premium,Apple Pay,Australia,Mobile,No
ECOMM-95376,53.0,4602.89,3,1,Free,Crypto,Canada,Tablet,No
ECOMM-30076,265.0,1645.52,9,36,Basic,PayPal,Germany,Tablet,No
ECOMM-13433,238.0,1333.71,6,27,Basic,PayPal,Germany,Mobile,Yes
ECOMM-99451,149.0,3352.63,4,27,Basic,Credit Card,Germany,Tablet,No
ECOMM-93276,167.0,906.51,2,46,Basic,PayPal,UK,Desktop,No
ECOMM-91431,64.0,1314.32,5,22,Free,Apple Pay,UK,Mobile,No
ECOMM-75513,144.0,2741.6,6,33,Premium,PayPal,Australia,Tablet,No
ECOMM-27044,223.0,1192.88,9,2,Free,PayPal,UK,Mobile,Yes
ECOMM-79102,293.0,810.49,2,31,Free,PayPal,Germany,Tablet,No
ECOMM-82610,218.0,2234.3,9,29,Free,PayPal,USA,Desktop,Yes
ECOMM-36494,168.0,314.1,0,19,Free,Credit Card,Germany,Desktop,No
ECOMM-24234,262.0,4395.2,2,35,Free,Crypto,UK,Mobile,Yes
ECOMM-43761,252.0,3869.5,2,35,Basic,PayPal,Germany,Desktop,No
ECOMM-49496,344.0,1466.27,9,33,Free,Credit Card,USA,Tablet,Yes
ECOMM-72700,285.0,2195.02,6,37,Free,PayPal,Australia,Tablet,No
ECOMM-41774,26.0,1654.2,3,43,Premium,Crypto,Canada,Tablet,No
ECOMM-90726,224.0,1000.25,8,42,Free,Credit Card,Germany,Mobile,No
ECOMM-66297,259.0,786.09,6,26,Free,PayPal,UK,Tablet,Yes
ECOMM-31869,350.0,927.31,4,49,Basic,Crypto,USA,Tablet,No
ECOMM-71105,277.0,490.08,4,35,Basic,Credit Card,USA,Desktop,Yes
ECOMM-81143,201.0,2709.72,9,30,Free,Crypto,Germany,Mobile,No
ECOMM-98880,16.0,1096.42,7,22,Premium,Crypto,Australia,Tablet,No
ECOMM-32822,80.0,1100.15,4,4,Free,Apple Pay,UK,Tablet,Yes
ECOMM-94770,278.0,4129.77,7,39,Basic,Credit Card,UK,Tablet,Yes
ECOMM-21339,198.0,1193.01,8,10,Free,Credit Card,USA,Desktop,Yes
ECOMM-83161,251.0,778.22,1,48,Free,Crypto,Australia,Mobile,No
ECOMM-32126,90.0,1680.25,7,14,Free,Crypto,USA,Mobile,Yes
ECOMM-32540,289.0,4743.83,5,4,Free,PayPal,UK,Mobile,No
ECOMM-27579,31.0,281.16,8,49,Premium,Credit Card,Australia,Mobile,No
ECOMM-88631,354.0,108.22,2,47,Free,Apple Pay,Australia,Desktop,No
ECOMM-80464,276.0,4295.14,4,34,Free,PayPal,UK,Mobile,Yes
ECOMM-77305,250.0,4367.18,8,17,Basic,PayPal,Australia,Desktop,Yes
ECOMM-39240,97.0,1446.01,3,29,Basic,Apple Pay,UK,Mobile,No
ECOMM-84584,291.0,330.39,7,30,Free,Crypto,Germany,Desktop,Yes
ECOMM-90775,115.0,1712.88,1,11,Free,Apple Pay,Australia,Tablet,No
ECOMM-88139,309.0,3874.91,1,29,Free,Crypto,Canada,Desktop,No
ECOMM-49914,360.0,2679.1,5,23,Premium,Apple Pay,Canada,Mobile,Yes
ECOMM-96660,313.0,2038.03,8,35,Premium,Apple Pay,USA,Tablet,No
ECOMM-24064,146.0,4499.2,4,47,Free,Crypto,USA,Desktop,No
ECOMM-27118,330.0,2986.66,1,40,Basic,Credit Card,Germany,Tablet,No
ECOMM-86528,161.0,2417.22,6,17,Free,PayPal,Australia,Desktop,Yes
ECOMM-74165,300.0,3924.64,5,28,Free,Crypto,UK,Desktop,Yes
ECOMM-49978,336.0,609.55,1,18,Free,PayPal,Canada,Tablet,No
ECOMM-20356,140.0,887.58,3,49,Free,PayPal,Canada,Tablet,Yes
ECOMM-25899,288.0,1979.27,6,16,Basic,Apple Pay,Australia,Desktop,Yes
ECOMM-60025,358.0,1872.22,2,24,Basic,Crypto,Canada,Desktop,No
ECOMM-98626,313.0,2713.61,1,16,Basic,Crypto,Australia,Tablet,No
ECOMM-77431,75.0,4731.06,5,4,Free,Apple Pay,Canada,Tablet,Yes
ECOMM-88892,171.0,2101.5,9,1,Free,Apple Pay,UK,Mobile,No
ECOMM-21495,162.0,32.55,0,26,Free,Apple Pay,Germany,Mobile,No
ECOMM-66804,78.0,2986.63,8,38,Premium,Crypto,Australia,Tablet,No
ECOMM-98996,80.0,789.41,9,9,Basic,Apple Pay,Germany,Tablet,No
ECOMM-45083,24.0,4542.48,1,38,Basic,PayPal,Germany,Mobile,No
ECOMM-40804,253.0,2957.14,9,6,Free,Apple Pay,Australia,Desktop,Yes
ECOMM-67719,30.0,3129.8,4,47,Free,Apple Pay,Australia,Mobile,Yes
ECOMM-73964,46.0,3096.79,4,25,Free,PayPal,Germany,Mobile,No
ECOMM-21569,50.0,4196.04,1,1,Premium,PayPal,USA,Desktop,No
ECOMM-85263,190.0,831.15,1,30,Free,PayPal,Australia,Mobile,No
ECOMM-80721,99.0,1997.93,7,15,Free,Credit Card,Germany,Desktop,No
ECOMM-70081,166.0,2147.05,4,12,Free,PayPal,UK,Desktop,No
ECOMM-77614,283.0,1573.65,3,11,Free,PayPal,UK,Mobile,Yes
ECOMM-95519,132.0,25.3,2,24,Basic,PayPal,UK,Mobile,No
ECOMM-67380,84.0,1347.23,8,46,Basic,Credit Card,UK,Tablet,No
ECOMM-24900,29.0,3064.57,5,31,Free,Credit Card,Canada,Desktop,No
ECOMM-43584,154.0,2046.75,2,21,Basic,Credit Card,Germany,Desktop,No
ECOMM-83856,298.0,4122.18,4,1,Free,Credit Card,Canada,Desktop,Yes
ECOMM-61839,167.0,3647.8,0,34,Premium,Crypto,Canada,Desktop,Yes
ECOMM-97140,98.0,4876.7,9,38,Basic,Credit Card,USA,Tablet,No
ECOMM-67823,113.0,2962.44,8,3,Free,Crypto,Australia,Mobile,No
ECOMM-97471,7.0,3793.14,2,0,Basic,Apple Pay,Germany,Desktop,Yes
ECOMM-78254,65.0,925.97,7,21,Free,Crypto,Canada,Tablet,No
ECOMM-31897,38.0,249.69,5,11,Basic,PayPal,Germany,Mobile,Yes
ECOMM-46280,98.0,1241.34,1,2,Free,PayPal,Australia,Mobile,No
ECOMM-37738,344.0,1682.71,5,21,Free,Apple Pay,Canada,Tablet,No
ECOMM-76046,311.0,325.51,6,47,Free,PayPal,UK,Mobile,No
ECOMM-42896,276.0,4127.44,1,46,Free,Credit Card,UK,Desktop,No
ECOMM-10808,362.0,1202.96,4,15,Premium,Apple Pay,Australia,Mobile,Yes
ECOMM-53445,113.0,4877.0,8,14,Basic,PayPal,USA,Mobile,No
ECOMM-50378,135.0,2376.62,7,49,Free,PayPal,Australia,Tablet,No
ECOMM-70343,14.0,4560.51,9,15,Basic,Apple Pay,Canada,Desktop,No
ECOMM-84146,169.0,1773.87,1,8,Free,Credit Card,Australia,Tablet,No
ECOMM-27876,188.0,2946.32,9,7,Free,Apple Pay,UK,Desktop,No
ECOMM-18204,122.0,2818.28,2,9,Free,Crypto,USA,Tablet,No
ECOMM-40734,243.0,2240.55,7,18,Free,PayPal,Canada,Mobile,Yes
ECOMM-30841,134.0,3085.95,8,37,Basic,Apple Pay,Canada,Desktop,Yes
ECOMM-57204,163.0,1970.78,9,35,Free,Credit Card,Australia,Mobile,No
ECOMM-38772,251.0,694.58,5,9,Basic,Apple Pay,Canada,Mobile,Yes
ECOMM-86031,253.0,4967.9,7,36,Free,Credit Card,Germany,Desktop,No
ECOMM-60285,268.0,569.49,2,22,Free,PayPal,USA,Mobile,Yes
ECOMM-57212,252.0,1272.6,8,3,Premium,Crypto,USA,Tablet,Yes
ECOMM-11418,116.0,371.51,5,18,Free,Apple Pay,Germany,Mobile,No
ECOMM-38195,83.0,3509.29,2,5,Free,Crypto,UK,Mobile,No
ECOMM-96546,53.0,2677.8,1,44,Free,PayPal,UK,Mobile,No
ECOMM-38376,119.0,3408.81,8,7,Premium,Crypto,Germany,Desktop,No
ECOMM-79587,258.0,4498.91,5,48,Free,Credit Card,USA,Desktop,No
ECOMM-87567,307.0,1831.45,3,4,Basic,PayPal,Canada,Desktop,No
ECOMM-97510,160.0,2098.82,9,36,Basic,Credit Card,USA,Tablet,No
ECOMM-55948,28.0,3289.99,7,30,Free,Crypto,Canada,Desktop,No
ECOMM-78873,334.0,2040.59,4,35,Free,Credit Card,Canada,Desktop,No
ECOMM-85479,301.0,599.82,1,4,Basic,Crypto,Canada,Desktop,No
ECOMM-62375,149.0,4615.01,3,11,Free,Credit Card,Canada,Tablet,No
ECOMM-90583,225.0,3544.33,9,41,Free,Apple Pay,Canada,Mobile,No
ECOMM-13919,11.0,1363.75,6,2,Free,Apple Pay,Germany,Mobile,No
ECOMM-27221,150.0,4592.06,7,42,Basic,Credit Card,USA,Tablet,No
ECOMM-83776,265.0,4244.31,5,25,Basic,Credit Card,Germany,Mobile,Yes
ECOMM-94083,271.0,834.49,7,29,Free,Credit Card,USA,Mobile,No
ECOMM-17918,359.0,3577.52,7,0,Free,Credit Card,Canada,Desktop,No
ECOMM-12442,183.0,3471.27,8,27,Free,Credit Card,Germany,Tablet,Yes
ECOMM-36439,170.0,1454.02,7,28,Free,Crypto,UK,Mobile,Yes
ECOMM-74161,197.0,2049.77,1,23,Basic,Credit Card,Canada,Tablet,Yes
ECOMM-83118,347.0,486.45,4,23,Basic,Credit Card,Australia,Tablet,Yes
ECOMM-10385,45.0,4696.53,9,42,Basic,PayPal,Germany,Desktop,No
ECOMM-61742,60.0,3462.0,5,11,Free,Credit Card,Australia,Desktop,No
ECOMM-16413,292.0,2427.12,4,3,Basic,Crypto,Australia,Mobile,No
ECOMM-84958,78.0,3679.56,9,30,Free,PayPal,Australia,Mobile,Yes
ECOMM-30317,230.0,4272.78,6,6,Free,Crypto,Canada,Mobile,Yes
ECOMM-82796,125.0,4893.13,3,7,Basic,Credit Card,Canada,Desktop,No
ECOMM-43259,275.0,4571.06,3,49,Free,Crypto,USA,Mobile,No
ECOMM-22213,148.0,2826.91,3,17,Free,Apple Pay,Canada,Mobile,No
ECOMM-80929,60.0,487.52,3,31,Free,Apple Pay,Australia,Tablet,No
ECOMM-77088,328.0,3186.49,7,1,Basic,Apple Pay,UK,Tablet,Yes
ECOMM-98706,4.0,827.62,9,31,Free,Crypto,Australia,Tablet,No
ECOMM-50039,354.0,2550.15,2,45,Premium,Apple Pay,UK,Mobile,No
ECOMM-39309,17.0,582.03,6,4,Free,Credit Card,Australia,Tablet,Yes
ECOMM-50579,186.0,2596.96,1,37,Premium,Apple Pay,Germany,Desktop,No
ECOMM-52371,333.0,1580.8,4,35,Basic,Apple Pay,Australia,Desktop,No
ECOMM-57316,254.0,609.12,1,34,Basic,Apple Pay,UK,Tablet,Yes
ECOMM-42248,81.0,3579.84,1,45,Free,PayPal,UK,Desktop,No
ECOMM-86889,229.0,2178.1,6,31,Free,PayPal,USA,Mobile,No
ECOMM-40939,77.0,2389.84,5,27,Premium,Crypto,Canada,Desktop,No
ECOMM-58470,314.0,4711.5,5,43,Free,Apple Pay,Australia,Mobile,Yes
ECOMM-38517,25.0,703.31,4,42,Basic,Crypto,Canada,Tablet,No
ECOMM-56385,40.0,4817.56,1,6,Free,PayPal,Australia,Desktop,No
ECOMM-17441,259.0,2427.3,3,3,Free,Credit Card,Australia,Tablet,No
ECOMM-32643,205.0,3098.9,9,33,Basic,PayPal,Germany,Desktop,Yes
ECOMM-64294,271.0,1232.95,7,10,Free,PayPal,Germany,Mobile,Yes
ECOMM-90910,295.0,3310.49,8,19,Basic,Apple Pay,UK,Tablet,Yes
ECOMM-52847,31.0,2075.7,6,3,Basic,Credit Card,Canada,Desktop,No
ECOMM-18274,282.0,4064.12,5,40,Free,Credit Card,UK,Mobile,No
ECOMM-69469,137.0,2421.61,7,45,Free,Crypto,Germany,Tablet,No
ECOMM-34293,280.0,1511.24,7,33,Free,Apple Pay,Germany,Mobile,No
ECOMM-88490,76.0,2880.32,2,7,Basic,PayPal,Canada,Mobile,No
ECOMM-94636,358.0,4807.52,6,14,Premium,Apple Pay,Germany,Desktop,No
ECOMM-85462,176.0,4877.65,5,38,Basic,Crypto,USA,Desktop,No
ECOMM-14233,11.0,2559.63,1,32,Free,PayPal,Australia,Tablet,No
ECOMM-53458,262.0,1802.51,4,25,Free,Apple Pay,Germany,Tablet,No
ECOMM-64508,39.0,4485.51,9,21,Basic,Apple Pay,Australia,Mobile,No
ECOMM-88290,219.0,2253.53,1,13,Basic,PayPal,Germany,Desktop,Yes
ECOMM-23949,56.0,3462.48,9,3,Basic,PayPal,UK,Desktop,No
ECOMM-30362,80.0,3769.76,0,15,Premium,Crypto,Germany,Desktop,No
ECOMM-48093,212.0,324.89,7,7,Premium,Apple Pay,USA,Mobile,No
ECOMM-85062,211.0,2043.9,3,27,Free,Credit Card,Germany,Mobile,No
ECOMM-91105,157.0,1366.06,7,19,Basic,Crypto,UK,Mobile,No
ECOMM-34040,104.0,119.9,5,49,Free,Credit Card,Australia,Tablet,No
ECOMM-21077,24.0,178.4,9,43,Basic,Crypto,Germany,Tablet,No
ECOMM-77556,124.0,1470.25,6,34,Free,Credit Card,UK,Desktop,No
ECOMM-64407,102.0,2294.72,8,9,Premium,Apple Pay,Australia,Desktop,No
ECOMM-83590,361.0,292.89,1,11,Premium,Credit Card,Australia,Tablet,Yes
ECOMM-38940,143.0,4406.34,0,34,Basic,Credit Card,Germany,Tablet,No
ECOMM-54395,197.0,2612.74,2,14,Basic,PayPal,Australia,Mobile,Yes
ECOMM-48278,185.0,2580.93,4,30,Premium,Crypto,Australia,Desktop,No
ECOMM-98743,338.0,2804.22,9,13,Free,PayPal,USA,Desktop,No
ECOMM-64716,276.0,1014.0,7,40,Free,Crypto,Germany,Mobile,No
ECOMM-92164,201.0,2829.46,8,15,Basic,Credit Card,Canada,Mobile,Yes
ECOMM-84061,179.0,4161.78,0,29,Free,Crypto,UK,Tablet,No
ECOMM-16876,327.0,3361.86,3,4,Basic,PayPal,Canada,Tablet,No
ECOMM-90050,301.0,109.84,9,36,Basic,Crypto,UK,Tablet,No
ECOMM-36803,252.0,4126.5,4,46,Free,PayPal,Germany,Mobile,No
ECOMM-65047,197.0,2667.82,5,0,Free,Credit Card,Germany,Mobile,Yes
ECOMM-90012,40.0,2410.47,0,28,Premium,Credit Card,Germany,Tablet,No
ECOMM-50936,131.0,2660.94,1,28,Free,Apple Pay,Germany,Tablet,No
ECOMM-45173,256.0,34.74,3,37,Free,Crypto,Canada,Tablet,Yes
ECOMM-25383,294.0,586.39,8,16,Free,Apple Pay,Germany,Tablet,Yes
ECOMM-89609,247.0,871.83,7,13,Free,PayPal,Germany,Mobile,Yes
ECOMM-83298,68.0,2829.97,5,38,Premium,Crypto,Australia,Mobile,No
ECOMM-26286,78.0,4756.04,5,36,Free,PayPal,USA,Mobile,No
ECOMM-34905,324.0,3020.82,6,31,Premium,Apple Pay,Australia,Desktop,Yes
ECOMM-46934,129.0,2498.75,9,46,Free,PayPal,Canada,Desktop,No
ECOMM-29445,246.0,146.15,2,22,Free,Crypto,UK,Desktop,No
ECOMM-35176,71.0,3706.33,6,33,Free,PayPal,USA,Tablet,No
ECOMM-76037,348.0,4289.21,5,20,Basic,Crypto,Canada,Desktop,Yes
ECOMM-91714,102.0,936.24,6,23,Premium,PayPal,USA,Desktop,No
ECOMM-52335,77.0,3148.93,7,41,Free,Apple Pay,Australia,Desktop,Yes
ECOMM-74588,99.0,3180.52,8,19,Basic,Apple Pay,USA,Tablet,Yes
ECOMM-20987,85.0,4522.03,9,40,Basic,Apple Pay,Canada,Tablet,No
ECOMM-25263,35.0,67.96,2,26,Premium,Crypto,Australia,Desktop,No
ECOMM-67284,167.0,2029.2,0,43,Free,Crypto,USA,Mobile,No
ECOMM-70968,209.0,2864.68,3,19,Basic,Credit Card,Australia,Mobile,No
ECOMM-41239,55.0,2694.81,5,37,Basic,PayPal,UK,Mobile,No
ECOMM-69787,169.0,1705.79,9,3,Free,Crypto,Germany,Desktop,No
ECOMM-17742,15.0,4599.67,5,20,Basic,Crypto,Australia,Mobile,Yes
ECOMM-12005,201.0,3820.8,1,9,Premium,Apple Pay,Australia,Mobile,No
ECOMM-98638,129.0,745.11,7,9,Free,Apple Pay,UK,Mobile,No
ECOMM-67000,247.0,3086.19,4,14,Free,Credit Card,UK,Mobile,No
ECOMM-47500,274.0,2008.79,3,35,Basic,Credit Card,Canada,Mobile,No
ECOMM-41543,58.0,2965.73,7,38,Basic,Apple Pay,Germany,Mobile,No
ECOMM-10105,324.0,2830.61,0,12,Basic,PayPal,Canada,Tablet,Yes
ECOMM-87543,288.0,3780.06,0,8,Free,Crypto,USA,Tablet,No
ECOMM-74757,85.0,4512.54,3,44,Basic,Credit Card,Australia,Tablet,No
ECOMM-15210,161.0,3049.15,7,20,Basic,PayPal,UK,Tablet,No
ECOMM-47558,344.0,2556.89,4,3,Basic,PayPal,Australia,Mobile,No
ECOMM-35440,322.0,1451.15,1,43,Free,Apple Pay,Canada,Desktop,No
ECOMM-78557,29.0,4099.43,1,22,Basic,Credit Card,Canada,Tablet,No
ECOMM-63897,326.0,4886.72,0,35,Free,PayPal,Germany,Mobile,No
ECOMM-54339,29.0,1630.75,8,2,Free,Crypto,Australia,Tablet,No
ECOMM-24842,121.0,1735.7,7,3,Basic,Apple Pay,Germany,Desktop,Yes
ECOMM-66511,257.0,1414.13,7,21,Basic,Credit Card,USA,Mobile,No
ECOMM-26651,300.0,4923.93,3,23,Premium,Apple Pay,UK,Mobile,No
ECOMM-47580,25.0,596.13,7,14,Premium,Apple Pay,USA,Mobile,No
ECOMM-66698,350.0,3378.88,8,12,Basic,Crypto,Canada,Mobile,Yes
ECOMM-69376,354.0,2883.36,1,44,Free,Crypto,Germany,Desktop,No
ECOMM-54689,140.0,3512.13,0,26,Basic,Apple Pay,Canada,Mobile,No
ECOMM-23451,100.0,3599.37,2,11,Free,PayPal,Australia,Tablet,No
ECOMM-41735,39.0,4004.35,5,34,Premium,PayPal,USA,Tablet,No
ECOMM-56351,47.0,3516.5,5,38,Free,Crypto,Canada,Desktop,No
ECOMM-72608,22.0,935.29,4,33,Free,Credit Card,Canada,Mobile,No
ECOMM-34824,280.0,4006.43,5,11,Premium,Apple Pay,Canada,Desktop,No
ECOMM-20229,156.0,3086.46,5,23,Basic,Apple Pay,UK,Mobile,Yes
ECOMM-42389,154.0,4760.16,8,31,Free,PayPal,Germany,Mobile,No
ECOMM-51878,96.0,645.36,4,8,Basic,Apple Pay,Germany,Tablet,Yes
ECOMM-24615,328.0,1724.18,2,32,Premium,Apple Pay,USA,Desktop,No
ECOMM-85869,191.0,636.46,5,10,Premium,Crypto,Germany,Tablet,No
ECOMM-30566,180.0,3569.08,9,2,Free,PayPal,USA,Tablet,No
ECOMM-40285,141.0,4746.17,4,21,Basic,Credit Card,UK,Desktop,No
ECOMM-35474,3.0,127.99,4,10,Free,PayPal,USA,Tablet,No
ECOMM-83264,60.0,2329.04,0,24,Free,Credit Card,Australia,Mobile,No
ECOMM-38855,60.0,3782.94,4,14,Free,Apple Pay,Germany,Desktop,Yes
ECOMM-69581,155.0,1176.35,0,35,Premium,Apple Pay,Germany,Tablet,No
ECOMM-81239,37.0,1132.3,2,4,Free,PayPal,Australia,Mobile,No
ECOMM-19426,329.0,952.77,6,30,Basic,Credit Card,Australia,Tablet,No
ECOMM-76812,67.0,855.44,9,30,Basic,PayPal,USA,Mobile,No
ECOMM-13231,212.0,575.45,4,25,Free,Crypto,Australia,Desktop,No
ECOMM-44617,99.0,3818.96,8,20,Free,Credit Card,Germany,Desktop,No
ECOMM-50862,32.0,1434.97,8,41,Free,Credit Card,USA,Desktop,Yes
ECOMM-23420,28.0,2075.04,3,2,Free,Credit Card,Australia,Mobile,No
ECOMM-80940,173.0,3568.69,0,25,Premium,PayPal,Australia,Tablet,No
ECOMM-58844,320.0,2826.43,4,6,Basic,Apple Pay,Australia,Mobile,Yes
ECOMM-19980,265.0,3826.73,7,0,Basic,Crypto,Canada,Desktop,Yes
ECOMM-17040,246.0,30.25,2,6,Basic,PayPal,UK,Mobile,Yes
ECOMM-86634,230.0,1458.65,6,35,Free,Credit Card,Australia,Tablet,Yes
ECOMM-74397,162.0,923.7,7,3,Free,Credit Card,Canada,Mobile,No
ECOMM-90519,254.0,91.34,5,25,Basic,Crypto,USA,Mobile,Yes
ECOMM-35373,328.0,2749.08,6,5,Free,Credit Card,UK,Desktop,Yes
ECOMM-62526,193.0,11.32,4,36,Free,PayPal,Germany,Tablet,No
ECOMM-57381,223.0,4897.54,0,45,Free,Crypto,Australia,Mobile,No
ECOMM-61456,70.0,2570.63,9,16,Premium,Crypto,Germany,Mobile,No
ECOMM-18264,249.0,686.44,0,32,Basic,Credit Card,Germany,Tablet,No
ECOMM-16739,41.0,3391.69,7,40,Premium,PayPal,Germany,Mobile,No
ECOMM-73064,260.0,3585.27,6,12,Free,Crypto,Australia,Desktop,No
ECOMM-24324,363.0,2408.03,6,29,Free,Crypto,Germany,Desktop,Yes
ECOMM-89306,160.0,3340.55,0,25,Free,Crypto,Germany,Tablet,No
ECOMM-52766,190.0,1939.45,9,29,Basic,Crypto,USA,Tablet,Yes
ECOMM-15451,107.0,2934.65,0,0,Basic,PayPal,USA,Desktop,No
ECOMM-63672,275.0,3988.03,3,33,Basic,Credit Card,Canada,Mobile,No
ECOMM-82544,323.0,2084.54,3,32,Free,Apple Pay,Australia,Mobile,No
ECOMM-58725,60.0,1755.75,8,31,Basic,Apple Pay,Australia,Desktop,No
ECOMM-64401,135.0,2629.44,8,48,Free,PayPal,Canada,Mobile,No
ECOMM-11602,133.0,4377.72,4,47,Basic,Apple Pay,Australia,Mobile,No
ECOMM-22379,159.0,1914.75,5,20,Free,Credit Card,Germany,Tablet,No
ECOMM-56193,7.0,1769.43,5,24,Premium,PayPal,UK,Tablet,Yes
ECOMM-90041,101.0,513.87,4,22,Free,PayPal,USA,Desktop,No
ECOMM-38007,180.0,275.06,9,32,Free,Crypto,Germany,Mobile,Yes
ECOMM-79459,202.0,3195.47,1,45,Premium,Crypto,Australia,Mobile,No
ECOMM-13628,280.0,4040.86,7,26,Free,PayPal,USA,Tablet,No
ECOMM-27763,196.0,3059.82,1,22,Basic,PayPal,Canada,Desktop,No
ECOMM-69074,16.0,3543.09,6,24,Basic,Crypto,UK,Tablet,Yes
ECOMM-89399,158.0,2156.84,9,26,Basic,Crypto,Australia,Mobile,No
ECOMM-67131,159.0,3805.6,1,2,Basic,Credit Card,UK,Desktop,No
ECOMM-86121,129.0,2841.24,0,36,Free,Credit Card,USA,Mobile,No
ECOMM-12803,103.0,361.27,2,42,Premium,Apple Pay,Canada,Desktop,No
ECOMM-94174,198.0,824.42,4,39,Premium,Crypto,USA,Mobile,No
ECOMM-95108,170.0,460.73,0,39,Premium,Apple Pay,Canada,Mobile,No
ECOMM-75642,140.0,269.15,5,30,Free,Apple Pay,Germany,Desktop,No
ECOMM-90353,359.0,1818.77,6,18,Free,Crypto,Germany,Mobile,No
ECOMM-59943,284.0,1559.21,5,7,Premium,Credit Card,UK,Mobile,No
ECOMM-58109,52.0,129.75,1,30,Free,Apple Pay,Germany,Desktop,No
ECOMM-79258,56.0,1777.78,9,20,Free,Credit Card,UK,Tablet,No
ECOMM-84188,101.0,1793.35,1,26,Basic,PayPal,Germany,Desktop,Yes
ECOMM-54925,263.0,3425.98,3,34,Basic,PayPal,USA,Desktop,Yes
ECOMM-27656,76.0,266.48,9,42,Premium,PayPal,Australia,Tablet,Yes
ECOMM-45579,76.0,1421.32,2,2,Free,Credit Card,Germany,Mobile,No
ECOMM-86844,363.0,4558.85,7,10,Basic,Credit Card,Australia,Desktop,Yes
ECOMM-91194,340.0,1636.55,0,27,Free,Crypto,Australia,Desktop,No
ECOMM-11445,256.0,4569.84,8,0,Free,Credit Card,Australia,Mobile,Yes
ECOMM-87195,141.0,1761.51,8,1,Basic,PayPal,Australia,Desktop,Yes
ECOMM-31060,234.0,2845.43,9,49,Free,Credit Card,UK,Mobile,Yes
ECOMM-42275,118.0,1856.27,9,45,Free,Credit Card,Canada,Tablet,No
ECOMM-81181,6.0,4082.87,6,36,Basic,Apple Pay,USA,Desktop,Yes
ECOMM-82085,328.0,3499.53,0,6,Basic,Apple Pay,UK,Mobile,No
ECOMM-83434,361.0,4261.13,4,25,Free,Crypto,Germany,Desktop,No
ECOMM-12731,18.0,40.92,8,47,Free,Credit Card,USA,Tablet,No
ECOMM-78711,208.0,983.03,4,33,Free,Credit Card,Canada,Tablet,Yes
ECOMM-55062,356.0,2188.08,5,43,Free,Credit Card,Canada,Desktop,Yes
ECOMM-55871,298.0,3331.55,9,40,Premium,Apple Pay,Canada,Mobile,No
ECOMM-45447,339.0,3101.43,2,4,Free,PayPal,Canada,Desktop,No
ECOMM-84528,291.0,4400.36,0,31,Premium,Apple Pay,USA,Tablet,Yes
ECOMM-41799,242.0,3943.33,8,24,Basic,Crypto,Germany,Desktop,Yes
ECOMM-26034,186.0,1474.68,6,36,Premium,Crypto,Australia,Mobile,No
ECOMM-63534,208.0,3185.71,7,12,Free,Credit Card,Canada,Desktop,Yes
ECOMM-39940,8.0,3894.54,0,37,Free,Apple Pay,UK,Tablet,No
ECOMM-34078,191.0,4641.25,1,48,Basic,Credit Card,Germany,Tablet,No
ECOMM-95195,12.0,4742.48,0,4,Basic,PayPal,USA,Desktop,No
ECOMM-35124,31.0,729.49,4,3,Free,PayPal,Canada,Mobile,No
ECOMM-65317,303.0,2836.04,2,35,Premium,Credit Card,UK,Desktop,No
ECOMM-67674,34.0,3643.06,0,45,Free,Crypto,USA,Desktop,No
ECOMM-49041,207.0,1801.68,9,0,Basic,Crypto,Canada,Desktop,Yes
ECOMM-88831,252.0,3823.31,7,10,Basic,Credit Card,USA,Desktop,Yes
ECOMM-50252,9.0,4873.56,5,14,Premium,Crypto,UK,Mobile,No
ECOMM-30304,349.0,3433.26,0,20,Basic,PayPal,USA,Tablet,No
ECOMM-24635,151.0,4668.74,8,8,Free,PayPal,Australia,Tablet,No
ECOMM-79149,186.0,4100.77,3,10,Free,Apple Pay,Germany,Desktop,Yes
ECOMM-64468,344.0,780.16,2,7,Free,Crypto,Germany,Desktop,Yes
ECOMM-94374,1.0,1809.7,8,26,Free,PayPal,Canada,Desktop,Yes
ECOMM-86910,46.0,2101.77,2,1,Free,Crypto,USA,Tablet,No
ECOMM-20527,302.0,969.24,0,39,Basic,Crypto,UK,Mobile,Yes
ECOMM-59436,114.0,3372.06,7,35,Basic,Apple Pay,UK,Desktop,No
ECOMM-16702,303.0,4804.36,2,2,Free,Apple Pay,Australia,Mobile,No
ECOMM-10837,339.0,573.02,6,19,Free,PayPal,Australia,Mobile,Yes
